,Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
565,,3.5.4.13,Escherichia coli,R566,Dctp deaminase,R00568,MRL,C00001; C00063,C00014; C00075,Km_C00014: 1.225692034; Km_C00075: 0.117942363; Km_C00001: 0.953212798; Km_C00063: 0.041022114,Kcat_F: 2.1428582975; Kcat_R: 8.429879299000001,C00075;C11824;C06059;C00063;C00458;C00014;C00001;C00460,C11824_KI: 0.007482641;C06059_KI: 0.34225207414285713;C00460_KI: 0.036681134;C00001_KI: 0.953212798;C00458_KI: 0.013731435;C00075_KI: 0.117942363;C00014_KI: 1.225692034;C00063_KI: 0.041022114,
566,,3.5.4.13,Escherichia coli,R567,Dctp deaminase,R06137,MRL,C00001; C06059,C00014; C11824,Km_C00014: 1.225692034; Km_C11824: 0.007482641; Km_C00001: 0.953212798; Km_C06059: 0.7287958243333333,Kcat_F: 1.65502391; Kcat_R: 9.871416936000001,C00075;C11824;C06059;C00063;C00458;C00014;C00001;C00460,C11824_KI: 0.007482641;C06059_KI: 0.34225207414285713;C00460_KI: 0.036681134;C00001_KI: 0.953212798;C00458_KI: 0.013731435;C00075_KI: 0.117942363;C00014_KI: 1.225692034;C00063_KI: 0.041022114,
568,,1.17.4.2,Escherichia coli,R569,Ribonucleoside-triphosphate reductase (thioredoxin),R04315,MRL,C00001; C00343; C04283,C00342; C03802,Km_C00342: 1.477914572; Km_C03802: 1.477914572; Km_C00001: 1.477914572; Km_C00343: 1.477914572; Km_C04283: 1.477914572,Kcat_F: 3.125644271; Kcat_R: 19.78221183941891,C04283;C00075;C03802;C00131;C00063;C00286;C00458;C00343;C00001;C00460;C00342;C00044;C00002,C00343_KI: 0.2354620024444444;C00458_KI: 0.055023734;C00131_KI: 0.036800954;C00001_KI: 1.477914572;C00063_KI: 0.089707799;C00460_KI: 0.101273701;C00286_KI: 0.044696368;C00075_KI: 0.157546192;C00002_KI: 0.07914836;C00342_KI: 0.2354620024444444;C03802_KI: 0.2354620024444444;C00044_KI: 0.077046342;C04283_KI: 0.2354620024444444,
574,,2.7.7.4,Escherichia coli,R575,Sulfate adenylyltransferase,R04929,MRL,C00002; C05697,C00013; C05686,Km_C00013: 0.165189147; Km_C05686: 0.039098993; Km_C00002: 0.066774674; Km_C05697: 0.773823857,Kcat_F: 5.627328769; Kcat_R: 2.7808174479999996,C00224;C00059;C05697;C00013;C05686;C00002,C00013_KI: 0.165189147;C05686_KI: 0.039098993;C00002_KI: 0.066774674;C00224_KI: 0.03816171;C05697_KI: 0.773823857;C00059_KI: 0.773823857,
575,,3.1.3.7,Escherichia coli,R576,"3'(2'),5'-bisphosphate nucleotidase",R00188,MRL,C00001; C00054,C00009; C00020,Km_C00009: 1.060231805; Km_C00020: 0.123677142; Km_C00001: 1.211840868; Km_C00054: 0.24,Kcat_F: 7.186644677; Kcat_R: 10.6696078525,C00053;C00224;C00054;C00020;C00009;C00001,C00224_KI: 0.062957361;C00020_KI: 0.123677142;C00054_KI: 0.081032827;C00009_KI: 1.060231805;C00053_KI: 0.06156636;C00001_KI: 1.211840868,
577,,2.1.1.33,Escherichia coli,R578,Trna (guanine46-n7)-methyltransferase,R00600,MRL,C00019; C01977,C00021; C04160,Km_C00021: 0.029642764; Km_C04160: 0.11982138199999999; Km_C00019: 0.21; Km_C01977: 0.11982138199999999,Kcat_F: 0.199657028; Kcat_R: 0.200869074,C00019;C00021;C04160;C01977,C00019_KI: 0.02103053;C04160_KI: 0.025336646999999997;C00021_KI: 0.029642764;C01977_KI: 0.025336646999999997,
580,,3.1.1.29,Escherichia coli,R581,Aminoacyl-trna hydrolase,R04238,MRL,C00001; C03880,C00066; C03523,Km_C00066: 0.326487064; Km_C03523: 0.326487064; Km_C00001: 0.326487064; Km_C03880: 0.326487064,Kcat_F: 1.318687254; Kcat_R: 19.78221183941891,C03880;C00001;C00066;C03523,C00066_KI: 0.326487064;C00001_KI: 0.326487064;C03880_KI: 0.326487064;C03523_KI: 0.326487064,
582,,2.7.1.35,Escherichia coli,R583,Pyridoxal kinase,R00174,MRL,C00002; C00250,C00008; C00018,Km_C00008: 0.075976267; Km_C00018: 0.054047048; Km_C00002: 0.053650964; Km_C00250: 0.14500000000000002,Kcat_F: 2.0994261795; Kcat_R: 3.507605045,C00534;C00250;C00627;C00314;C00647;C00018;C00008;C00002,C00314_KI: 0.02990004;C00250_KI: 0.035194047;C00627_KI: 0.060594924;C00534_KI: 0.028873539;C00008_KI: 0.075976267;C00647_KI: 0.056110427;C00018_KI: 0.054047048;C00002_KI: 0.053650964,
587,,3.1.3.5,Escherichia coli,R588,5'-nucleotidase,R07297,MRL,C00001; C02520,C00009; C00911,Km_C00009: 0.937707484; Km_C00911: 1.1021451055; Km_C00001: 1.266582727; Km_C02520: 1.1021451055,Kcat_F: 7.646563877; Kcat_R: 47.84541966,C00655;C00455;C00130;C00009;C00365;C00055;C00105;C00239;C00362;C00001;C05841;C00360;C03150;C00526;C00475;C00559;C00214;C00212;C02520;C00387;C00911;C01185;C00364;C00330;C01762;C00020;C00299;C00881;C00294;C00144,C00655_KI: 0.078430176;C01185_KI: 0.100651376;C00881_KI: 0.093070105;C00009_KI: 0.937707484;C00001_KI: 1.266582727;C00526_KI: 0.206468806;C00294_KI: 0.142682001;C00130_KI: 0.100173503;C00020_KI: 0.083292589;C00475_KI: 0.161458343;C02520_KI: 0.18760195196428572;C00214_KI: 0.156796917;C00055_KI: 0.111544207;C00105_KI: 0.206954956;C05841_KI: 0.188711062;C00455_KI: 0.144596487;C00911_KI: 0.18760195196428572;C01762_KI: 0.09636078;C00212_KI: 0.068258673;C00360_KI: 0.056047916;C00299_KI: 0.225501671;C00239_KI: 0.068221092;C00144_KI: 0.089458235;C00559_KI: 0.050993241;C00365_KI: 0.150486752;C00362_KI: 0.050302956;C03150_KI: 0.150235236;C00330_KI: 0.064927325;C00364_KI: 0.132593408;C00387_KI: 0.070346631,
601,,1.16.3.1,Escherichia coli,R602,Ferroxidase,R00078,MRL,C00007; C00080; C14818,C00001; C14819,Km_C00001: 1.056412816; Km_C14819: 0.59518081; Km_C00007: 0.112757094; Km_C00080: 1.09155333; Km_C14818: 0.12,Kcat_F: 2.1713729525; Kcat_R: 1.7362631,C00007;C14818;C00080;C00001;C14819,C14818_KI: 0.7535744133333333;C00080_KI: 1.09155333;C00001_KI: 1.056412816;C00007_KI: 0.112757094;C14819_KI: 0.7535744133333333,
605,,2.1.1.172,Escherichia coli,R606,16s rrna (guanine1207-n2)-methyltransferase,R07234,MRL,C00019; C00240,C00021; C04153,Km_C00021: 0.014472159; Km_C04153: 0.0133897665; Km_C00019: 0.012307374; Km_C00240: 0.0133897665,Kcat_F: 0.300884566; Kcat_R: 0.297324135,C00240;C00019;C00021;C04153,C00021_KI: 0.014472159;C00240_KI: 0.0133897665;C04153_KI: 0.0133897665;C00019_KI: 0.012307374,
606,,2.1.1.163,Escherichia coli,R607,Demethylmenaquinone methyltransferase,R04990,MRL,C00019; C05813,C00021; C05814,Km_C00021: 0.055793375; Km_C05814: 0.016471028; Km_C00019: 0.035508431; Km_C05813: 0.016764313,Kcat_F: 4.0371545465; Kcat_R: 3.4614242720000004,C00019;C00828;C00021;C05813;C05814;C05818,C00828_KI: 0.012853405;C00019_KI: 0.035508431;C05814_KI: 0.016471028;C05813_KI: 0.016764313;C00021_KI: 0.055793375;C05818_KI: 0.013168275,
607,,2.1.1.163,Escherichia coli,R608,Demethylmenaquinone methyltransferase,R04993,MRL,C00019; C05818,C00021; C00828,Km_C00021: 0.055793375; Km_C00828: 0.012853405; Km_C00019: 0.035508431; Km_C05818: 0.013168275,Kcat_F: 6.4503984775; Kcat_R: 4.866986415,C00019;C00828;C00021;C05813;C05814;C05818,C00828_KI: 0.012853405;C00019_KI: 0.035508431;C05814_KI: 0.016471028;C05813_KI: 0.016764313;C00021_KI: 0.055793375;C05818_KI: 0.013168275,
608,,2.5.1.90,Escherichia coli,R609,All-trans-octaprenyl-diphosphate synthase,R09248,MRL,C00129; C00448,C00013; C04146,Km_C00013: 0.113530345; Km_C04146: 0.027466953; Km_C00129: 0.004; Km_C00448: 0.0015,Kcat_F: 1.0019278455; Kcat_R: 0.0021699659999999997,C04146;C00013;C00129;C00448,C04146_KI: 0.027466953;C00129_KI: 0.061164275;C00448_KI: 0.014081104;C00013_KI: 0.113530345,
611,,3.1.4.16,Escherichia coli,R612,"2',3'-cyclic-nucleotide 2'-phosphodiesterase",R03423,MRL,C00001; C01240,C03419,Km_C03419: 0.302585751; Km_C00001: 0.302585751; Km_C01240: 0.302585751,Kcat_F: 2.295437217; Kcat_R: 19.78221183941891,C01367;C02353;C02354;C05822;C06194;C02355;C01368;C00001;C01240;C03419;C06193,C03419_KI: 0.07398992644444445;C01240_KI: 0.07398992644444445;C01367_KI: 0.031050734;C00001_KI: 0.302585751;C02355_KI: 0.04979134;C06193_KI: 0.028111948;C06194_KI: 0.032085013;C02353_KI: 0.028383136;C02354_KI: 0.077875793;C05822_KI: 0.066258483;C01368_KI: 0.04976714,
